text,date,stock_label,predicted_effect,price_now,price_5min,price_10min,price_1h
The government is borrowing 46 cents on every dollar it spends http://t.co/joS4tjDA  Dangerous for us but great news for China.,2012-12-10 20:45:29+00:00,dollar,decrease,1.29408,1.2943,1.29418,1.29422
The Chinese are smart.  They bought up over $7B in US housing last year http://t.co/tt9BZwxR  U.S. is busy making China even richer.,2012-12-10 20:32:45+00:00,dollar,increase,1.29366,1.29377,1.29388,1.2944
"China is about to acquire a unit of AIG, which we bailed out, for $5.5B http://t.co/0xBsByf6  China is making great deals on our backs.",2012-12-10 20:30:58+00:00,dollar,increase,1.29364,1.29366,1.29391,1.29438
Dopey  @Lord_Sugar  I'm worth $8 billion and you're worth peanuts...without my show nobody would even know who you are.,2012-12-07 17:48:19+00:00,dollar,decrease,1.29419,1.29408,1.29379,1.2934
"Dopey Sugar @Lord_Sugar--I'm worth more than $8 billion, acknowledged, almost no debt ...",2012-12-07 16:31:33+00:00,dollar,increase,1.29438,1.2946,1.29336,1.29442
Sugar: @Lord_Sugar--Keep working hard so I make plenty of $ with your show...,2012-12-06 21:22:31+00:00,dollar,increase,1.29691,1.29677,1.29689,1.29666
"When I renovated Wollman Rink in Central Park, it came in $750,000 under budget..",2012-12-06 19:06:17+00:00,dollar,no change,1.29565,1.29557,1.29557,1.29625
"Obama is laughing at Karl Rove &amp, all the losers who spent hundreds of millions of dollars and didn’t win one race, including the big one!",2012-12-03 21:05:26+00:00,dollar,decrease,1.3052,1.30505,1.30508,1.30549
Karl Rove is now making excuses for his total wasting of $400M—not one win—(the Republicans better get smart next time)...,2012-12-03 21:04:11+00:00,dollar,decrease,1.30536,1.30505,1.30496,1.30556
"Now that it’s almost over, I can’t believe that unions &amp, management couldn’t save Twinkies etc--&amp, management just got a $1.75M  bonus.",2012-11-30 21:20:32+00:00,dollar,decrease,1.30046,1.30046,1.30021,
Crude is about to pass $90/barrel.  The OPEC monopoly must be broken.  They are robbing our country blind.,2012-11-29 20:20:55+00:00,dollar,decrease,1.29738,1.29734,1.29738,1.29766
"FM @AlexSalmond of Scotland spent more than $750,000 of taxpayers $ to visit Ryder Cup in Chicago--peanuts compared to his windmill folly.",2012-11-29 17:14:44+00:00,dollar,decrease,1.29645,1.29659,1.29706,1.29698
... where he raised 2 million dollars for the wonderful kids. Eric has a great heart!,2012-11-29 14:52:56+00:00,dollar,increase,1.29949,1.2998,1.30086,1.29786
"I always enjoy speaking to young aspiring entrepreneurs.  They are hungry, motivated and eager to learn.  Proves America can still be great.",2012-11-29 13:48:40+00:00,euro,increase,1.299,1.29901,1.2988,1.29988
"I still can’t get over how the Republicans—my friends—spent hundreds of millions of dollars on such terrible &amp, ineffective ads.",2012-11-28 19:24:53+00:00,dollar,decrease,1.29273,1.29291,1.293,1.29305
"For those asking, my son, @EricTrump, makes zero $$ running his charity &amp, raises a great deal of  $$, all of it for @StJude @EricTrumpFdn",2012-11-21 20:09:49+00:00,dollar,no change,1.28245,1.28249,1.28238,1.28252
Direct foreign investments continue to flow into China at over $100B a year http://t.co/jtmBTMgw  That's money that could be spent here.,2012-11-21 20:02:35+00:00,dollar,no change,1.28256,1.28245,1.28247,1.28254
...while her charity is getting less than 5 cents per donated dollar. She should be ashamed!,2012-11-19 18:06:33+00:00,dollar,decrease,1.28037,1.28043,1.28047,1.28037
".@redcross CEO’s salary in 2011 was $951,957. Where is the outrage?",2012-11-19 18:04:37+00:00,dollar,decrease,1.28044,1.2804,1.28048,1.28032
"With the run on our dollar about to take place, commodity prices will rise. Gold, silver, &amp, timber will spike-- also, certain real estate.",2012-11-16 20:51:14+00:00,dollar,no change,1.27366,1.27407,1.27366,1.27418
"With our record debt &amp, trillion $ deficits, our $ is now at an all-time low against the Chinese Yuan. Time for our gov't to work together.",2012-11-15 20:14:27+00:00,dollar,decrease,1.27636,1.27654,1.2764,1.27795
"To aspiring entrepreneurs, always remember that if your enemies aren’t talking about you, then you aren’t doing well...and must work harder!",2012-11-14 18:50:39+00:00,euro,no change,1.27481,1.27532,1.27722,1.27483
Help those affected by #Sandy. @TrumpSoHo is giving $10 per booking made by 11/23 to @RedCross for #sandyrelief. http://t.co/3MCkZEdp,2012-11-14 18:16:29+00:00,dollar,no change,1.2749,1.27521,1.27528,1.27571
Our $17T national debt and $1T yearly budget deficits are a national security risk of the highest order.,2012-11-13 19:12:28+00:00,dollar,decrease,1.27103,1.27101,1.27101,1.27022
"Price gouging at many gas stations, $10 a gallon--welcome to the new world.",2012-11-09 20:07:49+00:00,dollar,decrease,1.2711,1.27108,1.27103,1.27114
".@antbaxter—Heard your documentary cost you less than $3,000 to make—where did you get that kind of money?",2012-11-09 19:40:31+00:00,dollar,no change,1.2716,1.27135,1.27135,1.27158
The election was a major setback for economy. All young entrepreneurs should be sure to calculate Obama's policies into their investments.,2012-11-09 18:31:42+00:00,euro,decrease,1.27149,1.27128,1.27085,1.27149
The stock market and US dollar are both plunging today.  Welcome to @BarackObama’s second term.,2012-11-07 21:05:25+00:00,dollar,decrease,1.27683,1.27693,1.27703,1.27691
"Congrats to @KarlRove on blowing $400 million this cycle. Every race @CrossroadsGPS ran ads in, the Republicans lost. What a waste of money.",2012-11-07 20:56:54+00:00,dollar,decrease,1.27675,1.27655,1.27676,1.27692
Remember: Obama turned down $5M to charity which I said I would increase by 10X to $50M--just to show simple records. He's hiding lots!,2012-11-06 15:33:25+00:00,dollar,decrease,1.28019,1.28043,1.28069,1.28096
Only 1 mill. dollars @mcuban? Offer me real money and I’d consider it. Your team and networks lose so much money I doubt you have much left!,2012-11-05 19:33:20+00:00,dollar,decrease,1.27881,1.27867,1.27882,1.2789
"Undecideds in OH,PA and WI will make the difference. All should ask themselves if they want $6/gallon gas because it will come under Obama.",2012-11-03 17:53:17+00:00,dollar,no change,,,,
"Obama has destroyed the middle class.  In ’09, median household income was $55,198.  Now it is $50,678.  Four more years?",2012-11-02 18:56:04+00:00,dollar,decrease,1.28249,1.2829,1.28301,1.28323
"Unemployment is now 7.9%.  Four years and $6.5T later, that is really bad!",2012-11-02 18:23:04+00:00,dollar,decrease,1.28367,1.28381,1.28357,1.28322
"If I would have offered Obama a billion dollars to show his records, he would have refused.",2012-11-02 13:56:04+00:00,dollar,decrease,1.28476,1.28448,1.2846,1.28428
“Romney’s $2 Billion Sacrifice for America” By Chris Ruddy @Newsmax_Media http://t.co/ZlDYNMa1,2012-11-01 14:27:01+00:00,dollar,no change,1.29744,1.29724,1.29713,1.29406
A lot of people are concerned about which charity my $5M will be donated to.  The onus is on Obama to first release his records.,2012-10-31 20:53:06+00:00,dollar,no change,1.29594,1.29591,1.296,1.29561
"President Obama, if it is important to you, I will substantially increase the $5M offer!",2012-10-31 20:46:11+00:00,dollar,increase,1.29596,1.29594,1.29589,1.29594
"President Obama, please take the $5M check for charity tomorrow. It is so easy and could do so much good!",2012-10-31 20:45:20+00:00,dollar,increase,1.29591,1.29591,1.29591,1.29583
"There is nothing I would be happier to do than to donate the $5M to a charity of Obama’s choice, once he releases all of his records.",2012-10-31 19:29:38+00:00,dollar,increase,1.29666,1.29655,1.29655,1.29584
"Part 1 of my @jimmyfallon interview discussing my $5M offer to Obama, #TRUMP Tower atrium, my tweets &amp, 57th st. crane http://t.co/AvLO9Inf",2012-10-31 17:02:00+00:00,dollar,no change,1.29702,1.29675,1.29662,1.29694
I'm not hearing much from Obama or his administration about my $5M offer to charity-- or to which charity the money will go.,2012-10-31 14:32:57+00:00,dollar,no change,1.29814,1.2984,1.29807,1.2978
The President has until tomorrow at 12 noon to pick up $5M for his favorite charity. Looking like he won't be doing it. What is he hiding?,2012-10-31 14:30:09+00:00,dollar,decrease,1.29829,1.29858,1.2982,1.2975
Maybe Obama should donate my $5M to the families of the 17 who have lost loved ones during the storm?,2012-10-30 18:58:06+00:00,dollar,no change,1.29615,1.29644,1.29639,1.29598
Scary.  Obama and the Democrat Senate have accrued over $5T worth of debt without passing a budget in the last 3 years.  4 more years?,2012-10-30 18:57:30+00:00,dollar,decrease,1.29607,1.29637,1.29637,1.29605
@digiphile @RedCross RT if you think Pres.Obama should release his records to get $5M for charity--for Red Cross or another great charity,2012-10-30 18:19:24+00:00,dollar,no change,1.29636,1.29659,1.29618,1.29616
Another great cause Obama could send my $5M donation to is a charity for 9/11 First Responders. They are American heroes.,2012-10-30 17:32:36+00:00,dollar,increase,1.29609,1.29628,1.29664,1.29628
"My @SquawkCNBC interview discussing the 57th St. crane, damage from the storm and extending my $5M offer to Obama http://t.co/ebUofUW0",2012-10-30 17:24:07+00:00,dollar,no change,1.29677,1.29668,1.2963,1.29659
"Because of the hurricane, I am extending my 5 million dollar offer for President Obama's favorite charity until 12PM on Thursday.",2012-10-30 14:08:03+00:00,dollar,no change,1.29638,1.29622,1.29621,1.29693
Hurricane is good luck for Obama again- he will buy the election by handing out billions of dollars.,2012-10-30 14:05:10+00:00,dollar,no change,1.29662,1.29638,1.29622,1.29665
I'm not hearing much from Obama or his administration about my $5M offer to charity or to which charity the money will go.,2012-10-29 16:29:31+00:00,dollar,no change,1.28882,1.28943,1.2894,1.28984
"If my offer is refused, every undecided OH voter will be fully aware that Obama denied $5M to charity all because he is hiding something!",2012-10-26 20:23:34+00:00,dollar,decrease,1.29381,1.29387,1.29401,
Barack Obama has everything to gain. Why would anyone ever deny $5M to charity?,2012-10-26 20:21:41+00:00,dollar,no change,1.29364,1.29375,1.29381,
I have decided to add a caveat to my offer. Obama can't decide to send my $5M to Rev. Wright if he releases his records.,2012-10-26 19:55:17+00:00,dollar,no change,1.29363,1.29342,1.2935,1.29384
"One of my many Twitter followers suggested Obama should take my offer &amp, give $1,250,000 to each family of the four... http://t.co/TMPHmSy7",2012-10-26 16:28:04+00:00,dollar,no change,1.29245,1.29255,1.29264,1.29284
The Letterman show really turned things around- people finally understand my $5 million dollar offer to charity.... http://t.co/FjVYwWR4,2012-10-26 14:52:16+00:00,dollar,increase,1.29254,1.29299,1.29364,1.29355
@LianneOnLife I love the Wounded Warriors--Obama should choose that as his $5M charity.,2012-10-26 14:46:54+00:00,dollar,increase,1.2933,1.29253,1.29312,1.29312
"Based on the ovation last night from the Letterman @Late_Show audience, I believe it will be hard for Obama to throw $5M down the drain....",2012-10-26 14:05:28+00:00,dollar,no change,1.29283,1.2938,1.29521,1.2938
Another great charity that the $5M could go to just a recommendation to the Pres. - the Wounded Warriors represented so well by @TraceAdkins,2012-10-26 14:02:49+00:00,dollar,increase,1.29187,1.29392,1.29415,1.29364
Lots of response that Obama should give the $5M to the families of our great heroes who were murdered in Benghazi.,2012-10-26 13:57:14+00:00,dollar,no change,1.29216,1.29187,1.29392,1.29299
Letterman @Late_Show was great last night. I had a lot of fun. You could see his audience really wanted Obama to take the $ for charity.,2012-10-26 13:55:39+00:00,dollar,increase,1.29271,1.29209,1.29283,1.29313
It is really a shame that Barack Obama may stop $5M from being generously donated to charity all because he refuses to be transparent.,2012-10-25 21:06:19+00:00,dollar,decrease,1.29336,1.29341,1.2935,1.29418
"For someone who demanded 20 years of Mitt's tax returns, you would think my offer to donate $5M to charity for his records is an easy go.",2012-10-25 20:15:11+00:00,dollar,no change,1.29388,1.29395,1.29399,1.2935
"""""""Trump Offers To Donate $5 Million To Charity If Obama Releases College Transcripts"""" http://t.co/8l3BpZf6 via @rcpvideo""",2012-10-25 18:15:59+00:00,dollar,no change,1.29474,1.29469,1.29489,1.29426
What will be the response on Wednesday? If Obama doesn't take the 5 million dollars for charity.,2012-10-25 17:58:07+00:00,dollar,no change,1.29492,1.29508,1.2949,1.29486
I am offering the chance for Barack Obama to redistribute $5M to any charity of his choice.  Everyone wins.  Take the deal.,2012-10-25 17:01:58+00:00,dollar,increase,1.29612,1.29587,1.29569,1.29521
"My @gretawire interview discussing my $5M charitable offer to Obama, his lack of transparency &amp, my tremendous support http://t.co/vWcygF7f",2012-10-25 15:57:01+00:00,dollar,no change,1.29578,1.29569,1.29552,1.29625
"""""""TRUMP’S BIG ANNOUNCEMENT: HE’LL GIVE $5 MILLION TO CHARITY OF OBAMA’S CHOICE IF..."""" http://t.co/nnRuiikv By @billyhallowell @theblaze""",2012-10-25 13:04:17+00:00,dollar,no change,1.29768,1.29761,1.29765,1.29727
"""""""Donald Trump Announcement: $5 Million for Obama College Records"""" http://t.co/6u4mLrTs  via @Newsmax_Media""",2012-10-25 12:57:10+00:00,dollar,no change,1.29832,1.29791,1.29759,1.29714
"""""""Trump offers $5 million for Obama college, passport records"""" http://t.co/9BnNCX4v  By @AlexPappasDC @DailyCaller""",2012-10-25 12:56:14+00:00,dollar,no change,1.29839,1.29831,1.29751,1.29702
